job_title,industry,job_status,ai_impact_level,median_salary_usd,required_education,experience_required_years,job_openings_2024,projected_openings_2030,remote_work_ratio_percent,automation_risk_percent,location,gender_diversity_percent,growth_rate,risk_category
Chief Operating Officer,Healthcare,Increasing,High,148123.24,Bachelor’s Degree,9,2930,5347,85.13,99.63,UK,59.65,82.4914675767918,High
"Programmer, systems",Entertainment,Increasing,Moderate,43223.59,High School,0,4704,8593,60.58,52.91,USA,77.89,82.67431972789116,Medium
"Administrator, local government",Manufacturing,Decreasing,Low,86667.53,High School,20,5017,351,17.41,60.25,Canada,35.32,-93.00378712377915,Medium
"Pharmacist, hospital",IT,Decreasing,Moderate,61818.71,Associate Degree,16,468,2607,46.62,98.29,China,66.23,457.05128205128204,High
Dispensing optician,Transportation,Increasing,Moderate,82462.17,PhD,7,9964,304,55.48,71.65,UK,67.11,-96.94901645925331,High
"Secretary, company",Education,Increasing,High,55842.61,Associate Degree,10,985,1286,84.14,13.39,China,56.04,30.558375634517766,Low
"Editor, film/video",Manufacturing,Decreasing,Low,108017.27,High School,15,6808,3272,80.86,90.57,Australia,35.71,-51.93889541715628,High
Call centre manager,Entertainment,Increasing,Low,115329.77,Bachelor’s Degree,20,8666,4384,8.1,83.76,Germany,50.38,-49.41149319178398,High
Mining engineer,Healthcare,Increasing,Low,86165.08,Associate Degree,9,7910,8958,86.31,29.14,Brazil,72.17,13.24905183312263,Low
Garment/textile technologist,Manufacturing,Decreasing,High,48010.9,Associate Degree,0,4613,2963,70.04,75.97,Brazil,38.1,-35.76848038153046,High
"Scientist, research (maths)",Manufacturing,Increasing,Moderate,103126.94,High School,6,6413,4807,15.05,42.78,China,21.72,-25.04288164665523,Medium
Multimedia programmer,IT,Decreasing,Low,47900.76,High School,16,6113,2987,61.62,81.19,USA,23.54,-51.136921315229834,High
"Editor, magazine features",Manufacturing,Increasing,Low,38219.23,PhD,18,336,1254,68.63,49.88,Canada,65.2,273.2142857142857,Medium
Herbalist,Manufacturing,Decreasing,High,142663.04,PhD,10,1049,527,39.8,77.87,China,75.7,-49.76167778836987,High
Ceramics designer,Retail,Increasing,High,37697.82,Bachelor’s Degree,7,6512,3267,32.98,80.12,Australia,23.08,-49.83108108108108,High
Science writer,Education,Decreasing,High,107062.29,Master’s Degree,6,639,3631,41.29,19.3,UK,57.16,468.2316118935837,Low
Best boy,Education,Increasing,Low,131833.57,Associate Degree,6,9083,3945,45.89,92.95,Germany,52.64,-56.567213475723875,High
Writer,Healthcare,Decreasing,High,144731.3,PhD,20,956,3718,83.33,8.85,India,48.72,288.9121338912134,Low
"Sales professional, IT",Transportation,Decreasing,High,140858.59,Master’s Degree,1,6629,7196,85.92,97.97,USA,62.91,8.553326293558607,High
Tree surgeon,Retail,Decreasing,High,92295.64,Master’s Degree,2,9144,2996,41.35,70.93,China,22.23,-67.23534558180228,High
"Research officer, government",Entertainment,Decreasing,Moderate,72407.67,Master’s Degree,6,138,8727,69.24,70.64,USA,37.17,6223.913043478261,High
Medical technical officer,Healthcare,Decreasing,High,73278.78,Bachelor’s Degree,15,3837,6813,59.65,79.7,Brazil,28.98,77.56059421422987,High
Legal executive,Education,Decreasing,Moderate,109793.09,Bachelor’s Degree,14,882,6401,31.12,43.93,Germany,24.39,625.7369614512472,Medium
Conference centre manager,Manufacturing,Increasing,Low,119719.88,Master’s Degree,16,9335,6357,50.68,21.64,China,74.79,-31.901446170326725,Low
Chief Operating Officer,Manufacturing,Increasing,Moderate,133204.57,High School,13,6330,7950,19.61,94.18,UK,79.48,25.59241706161137,High
Curator,IT,Increasing,Low,133325.71,High School,15,7377,2151,61.67,77.86,UK,48.99,-70.8418056120374,High
Meteorologist,Education,Increasing,Low,129589.14,Bachelor’s Degree,17,5376,5133,85.12,99.99,Australia,29.36,-4.520089285714286,High
"Surveyor, building",Finance,Increasing,Moderate,128014.71,PhD,17,9381,3549,94.24,17.68,Germany,38.91,-62.16821234409977,Low
Camera operator,Education,Increasing,Low,105458.76,Associate Degree,11,2206,4427,1.66,44.2,China,60.28,100.67996373526744,Medium
"Administrator, sports",Manufacturing,Decreasing,Moderate,101779.66,Master’s Degree,16,277,9210,98.09,4.79,Australia,63.94,3224.909747292419,Low
Clinical psychologist,Healthcare,Increasing,Moderate,145630.96,Associate Degree,13,610,1531,20.54,70.04,USA,35.04,150.98360655737707,High
Higher education careers adviser,Healthcare,Decreasing,Moderate,78763.37,Bachelor’s Degree,17,5735,8483,45.85,27.04,Australia,43.69,47.91630340017437,Low
Clinical molecular geneticist,IT,Decreasing,High,46622.34,PhD,8,421,3091,74.83,28.53,Germany,70.78,634.2042755344419,Low
Clinical embryologist,Healthcare,Increasing,High,112846.3,High School,18,1326,5076,1.7,89.51,Germany,24.07,282.8054298642534,High
Animal technologist,Healthcare,Increasing,Low,52433.17,Bachelor’s Degree,0,317,9150,5.25,99.84,China,52.42,2786.4353312302837,High
"Loss adjuster, chartered",Healthcare,Increasing,Moderate,136669.68,High School,15,966,745,68.71,4.26,UK,69.33,-22.87784679089027,Low
"Sound technician, broadcasting/film/video",Education,Increasing,Low,46932.82,Bachelor’s Degree,9,8708,729,55.71,51.68,Brazil,73.26,-91.62838768948095,Medium
"Producer, radio",Entertainment,Increasing,Low,89997.78,High School,9,6466,7055,2.9,48.19,USA,33.73,9.109186514073615,Medium
"Pharmacist, hospital",Retail,Increasing,Low,68561.8,Master’s Degree,4,7004,3924,0.26,27.5,India,73.32,-43.974871501998855,Low
Biomedical engineer,Manufacturing,Increasing,Moderate,50891.54,Master’s Degree,19,3851,2469,97.26,82.21,India,51.91,-35.886782653856145,High
Amenity horticulturist,Healthcare,Decreasing,High,68401.43,Associate Degree,5,1531,7948,84.2,95.73,UK,25.5,419.1378184193337,High
Proofreader,Healthcare,Decreasing,Low,98919.21,Associate Degree,9,9167,5031,15.7,60.3,Brazil,49.14,-45.11835933238791,Medium
General practice doctor,Finance,Decreasing,High,121963.64,Master’s Degree,6,9580,5260,7.32,74.09,China,45.36,-45.093945720250524,High
Plant breeder/geneticist,IT,Increasing,High,83271.51,Master’s Degree,15,8308,8389,4.97,62.7,China,79.75,0.9749638902262878,Medium
"Accountant, chartered public finance",Retail,Increasing,Low,53945.82,High School,5,5826,1130,67.53,95.46,Brazil,28.92,-80.60418812221079,High
Petroleum engineer,Entertainment,Increasing,High,37737.58,High School,18,5336,2120,87.7,21.43,UK,52.63,-60.26986506746626,Low
Artist,Retail,Decreasing,High,98732.55,Bachelor’s Degree,17,2571,5799,0.55,8.71,Canada,50.83,125.55425904317386,Low
Commercial horticulturist,Transportation,Decreasing,Moderate,39072.11,High School,14,2095,1300,98.33,26.65,UK,47.8,-37.94749403341289,Low
IT technical support officer,IT,Decreasing,Low,32763.67,PhD,0,1319,7882,78.55,2.2,Australia,50.31,497.57391963608796,Low
Stage manager,Transportation,Decreasing,Low,50491.19,Master’s Degree,19,7940,7761,88.23,65.69,Germany,53.98,-2.2544080604534003,Medium
Broadcast engineer,Finance,Decreasing,High,55250.23,High School,11,928,5358,58.06,9.94,China,21.66,477.37068965517244,Low
Police officer,Education,Increasing,Moderate,89429.91,PhD,1,5281,8660,58.5,94.83,Canada,75.91,63.984093921605755,High
Patent attorney,Manufacturing,Decreasing,Moderate,109607.55,Master’s Degree,15,8500,2009,21.32,27.3,USA,24.27,-76.36470588235295,Low
Purchasing manager,Finance,Increasing,Moderate,143374.89,Master’s Degree,0,2519,1624,73.27,95.3,Germany,65.95,-35.529972211194924,High
Fisheries officer,Transportation,Decreasing,Low,145262.56,Bachelor’s Degree,10,3470,7171,58.08,22.3,Canada,51.71,106.65706051873198,Low
Lawyer,Education,Increasing,Low,145743.62,PhD,14,8893,274,77.12,49.93,UK,47.81,-96.91892499718881,Medium
Cartographer,Retail,Increasing,High,128798.32,Associate Degree,7,256,9600,1.29,72.8,Brazil,40.6,3650.0,High
"Designer, textile",IT,Increasing,Moderate,100830.27,Bachelor’s Degree,19,7368,6232,71.84,19.54,Canada,21.71,-15.418023887079263,Low
Health promotion specialist,Manufacturing,Decreasing,High,59736.25,Master’s Degree,2,2855,5595,92.01,47.19,UK,20.87,95.97197898423818,Medium
Veterinary surgeon,Retail,Decreasing,High,56400.25,Bachelor’s Degree,16,7327,2576,86.87,30.03,India,57.79,-64.84236385969702,Low
"Accountant, chartered certified",IT,Increasing,High,82356.78,Associate Degree,3,3703,7649,49.29,72.01,UK,68.82,106.5622468268971,High
"Buyer, retail",Manufacturing,Decreasing,High,69805.77,PhD,15,4111,4476,39.81,96.48,Brazil,47.95,8.878618341036244,High
"Therapist, drama",Healthcare,Increasing,High,105843.63,PhD,5,1279,5302,93.92,92.82,Germany,71.44,314.5426114151681,High
Associate Professor,Finance,Decreasing,High,86399.81,Bachelor’s Degree,19,5883,4085,49.37,14.13,India,23.58,-30.56263810980792,Low
Video editor,Entertainment,Increasing,Moderate,126584.39,Master’s Degree,4,2123,5965,86.63,64.44,Canada,62.62,180.9703250117758,Medium
Industrial buyer,Healthcare,Increasing,Moderate,123025.06,PhD,16,7194,8147,61.07,56.95,Australia,60.95,13.247150403113706,Medium
Minerals surveyor,Transportation,Decreasing,High,141220.27,Master’s Degree,11,2723,3228,88.15,90.08,China,75.03,18.545721630554535,High
"Engineer, communications",Retail,Increasing,Low,137027.76,High School,5,2937,4033,55.13,12.66,China,69.24,37.31699012597889,Low
"Social research officer, government",Healthcare,Increasing,High,34805.17,Associate Degree,8,2109,1725,36.11,33.83,USA,47.38,-18.207681365576104,Low
Bookseller,Manufacturing,Decreasing,Moderate,123549.46,Associate Degree,10,1665,6607,57.08,0.12,India,46.01,296.8168168168168,Low
Software engineer,Transportation,Decreasing,Low,108817.53,Associate Degree,13,3494,2401,25.83,70.26,USA,75.38,-31.282198053806525,High
Human resources officer,Education,Decreasing,Moderate,90631.3,Bachelor’s Degree,0,3294,5758,22.33,69.69,Brazil,51.98,74.802671523983,Medium
"Education officer, museum",IT,Increasing,Low,57056.09,High School,17,1041,8218,70.88,73.8,UK,72.09,689.433237271854,High
Art gallery manager,IT,Increasing,High,130007.92,High School,19,6364,1761,23.24,50.21,Germany,39.18,-72.32872407291012,Medium
Dancer,Finance,Increasing,High,121053.9,Master’s Degree,9,1471,302,61.62,6.67,India,53.39,-79.46974847042829,Low
Soil scientist,Retail,Increasing,Low,88356.15,Bachelor’s Degree,19,3770,9258,72.99,53.31,Brazil,50.63,145.57029177718832,Medium
Sub,IT,Decreasing,High,53811.18,High School,8,9285,654,63.67,77.22,Canada,35.62,-92.95638126009693,High
"Engineer, civil (consulting)",Transportation,Decreasing,Moderate,97581.44,PhD,10,5696,9432,26.44,5.67,Germany,23.95,65.58988764044943,Low
Energy engineer,IT,Increasing,Moderate,146687.31,PhD,18,853,4915,81.78,8.26,Australia,63.99,476.20164126611957,Low
Food technologist,Healthcare,Increasing,High,35702.88,High School,14,5341,1613,90.47,90.99,Australia,70.85,-69.79966298445984,High
Furniture designer,IT,Decreasing,Low,55865.1,PhD,15,7325,393,24.05,79.04,Canada,27.53,-94.63481228668942,High
"Psychotherapist, dance movement",IT,Decreasing,Low,110867.18,High School,4,3632,3421,1.76,23.31,Australia,44.53,-5.809471365638767,Low
Archivist,Healthcare,Decreasing,High,108282.31,Associate Degree,20,7473,7188,57.79,17.8,India,77.18,-3.81372942593336,Low
Education administrator,Education,Decreasing,High,127072.35,High School,11,8687,1407,61.91,5.05,Australia,60.64,-83.80338436744562,Low
Film/video editor,Finance,Increasing,Low,132535.81,PhD,1,3892,5311,93.31,75.81,Germany,70.12,36.45940390544707,High
Nature conservation officer,IT,Increasing,High,134135.65,Associate Degree,0,6312,9860,60.8,0.15,UK,23.94,56.21039290240811,Low
Historic buildings inspector/conservation officer,Retail,Increasing,Low,37751.31,Associate Degree,5,1896,2455,31.1,39.77,Australia,66.16,29.483122362869196,Low
"Surveyor, building",Finance,Increasing,Low,66327.42,Master’s Degree,14,8041,1415,95.67,72.82,USA,73.06,-82.40268623305559,High
Psychotherapist,Retail,Increasing,Low,144346.03,High School,3,1778,5565,32.92,52.03,Australia,47.04,212.992125984252,Medium
Associate Professor,Finance,Decreasing,Moderate,62009.02,Master’s Degree,11,6723,7744,60.44,39.58,USA,24.96,15.186672616391492,Low
Production manager,Transportation,Increasing,Moderate,98785.58,Master’s Degree,4,8670,1993,4.69,71.96,China,44.51,-77.01268742791234,High
"Optician, dispensing",Retail,Increasing,Moderate,92077.64,PhD,18,8480,1980,21.5,31.04,USA,60.13,-76.65094339622641,Low
"Surveyor, building control",Transportation,Decreasing,Moderate,113737.9,Master’s Degree,2,9684,4763,28.82,33.36,Australia,46.06,-50.81577860388269,Low
Health visitor,Entertainment,Increasing,High,55355.84,PhD,11,8132,3030,46.81,42.31,India,49.34,-62.73979340875553,Medium
Pension scheme manager,Retail,Decreasing,Low,75184.45,PhD,5,2624,9696,89.92,90.01,China,42.45,269.5121951219512,High
Ambulance person,Education,Decreasing,Low,55850.17,Associate Degree,8,4627,6828,37.55,36.64,India,75.43,47.56861897557813,Low
Sub,IT,Increasing,Low,60030.37,Master’s Degree,10,2097,376,21.3,15.29,Germany,51.09,-82.06962327134,Low
Market researcher,Transportation,Increasing,Low,109253.29,Bachelor’s Degree,14,7756,8638,84.29,13.49,USA,75.86,11.371841155234657,Low
"Physicist, medical",Finance,Increasing,Moderate,99524.71,Associate Degree,17,3312,208,46.04,26.82,USA,60.12,-93.71980676328504,Low
Radiation protection practitioner,IT,Decreasing,High,95695.12,High School,0,1973,5026,49.72,69.0,UK,68.96,154.7389761784085,Medium
Consulting civil engineer,IT,Decreasing,Low,143995.56,Master’s Degree,5,1760,2989,33.78,88.77,Brazil,30.8,69.82954545454545,High
Nutritional therapist,Entertainment,Increasing,Low,112289.13,High School,20,4769,705,38.34,65.69,USA,44.76,-85.21702663032083,Medium
"Secretary, company",Retail,Decreasing,High,147984.83,High School,12,6045,9314,79.43,82.11,Germany,23.38,54.07775020678246,High
Herbalist,Retail,Increasing,Low,90739.33,PhD,2,1211,1301,38.8,4.77,Germany,51.99,7.431874483897605,Low
Occupational therapist,Entertainment,Increasing,High,128235.92,Bachelor’s Degree,16,7754,7812,0.37,9.55,USA,54.8,0.748001031725561,Low
Company secretary,Entertainment,Increasing,Moderate,141480.75,High School,0,1939,1766,88.14,59.74,Brazil,41.85,-8.92212480660134,Medium
Stage manager,Finance,Increasing,High,66380.65,Master’s Degree,10,7430,4607,30.27,84.11,UK,53.57,-37.99461641991925,High
Special educational needs teacher,Entertainment,Decreasing,High,117926.22,Bachelor’s Degree,10,6163,7239,81.58,33.37,China,72.94,17.45902969333117,Low
Secretary/administrator,Retail,Decreasing,Low,79489.49,Bachelor’s Degree,15,3313,7467,34.82,80.41,USA,35.62,125.3848475701781,High
"Designer, graphic",Entertainment,Decreasing,Moderate,148348.31,Master’s Degree,9,1218,2011,30.73,20.43,China,74.01,65.10673234811166,Low
Clinical embryologist,Education,Decreasing,Moderate,84414.6,Master’s Degree,4,3999,949,19.94,57.25,Brazil,42.87,-76.2690672668167,Medium
Mudlogger,Finance,Decreasing,High,129621.02,PhD,3,8951,5780,49.18,86.34,Brazil,58.03,-35.42620936208245,High
Community development worker,Manufacturing,Increasing,Low,69782.65,Associate Degree,19,6963,6473,2.05,6.55,Australia,68.26,-7.037196610656327,Low
Professor Emeritus,IT,Increasing,Moderate,132513.05,High School,13,3153,197,11.99,79.74,Canada,74.66,-93.75198223913733,High
Learning disability nurse,IT,Decreasing,Moderate,110675.15,PhD,14,7012,9232,10.76,39.04,UK,21.57,31.660011409013123,Low
Manufacturing systems engineer,Healthcare,Decreasing,Low,39676.89,Associate Degree,17,6323,8871,99.79,90.96,USA,23.57,40.297327218092676,High
Armed forces operational officer,IT,Increasing,Moderate,60947.27,High School,13,2605,6963,77.6,87.2,Canada,54.44,167.2936660268714,High
"Producer, radio",Manufacturing,Increasing,High,125526.37,PhD,5,9394,9160,77.6,36.24,Brazil,62.9,-2.4909516712795403,Low
Environmental manager,Finance,Decreasing,High,144377.6,Bachelor’s Degree,6,4931,211,2.15,79.12,China,23.63,-95.72094909754614,High
Aeronautical engineer,IT,Decreasing,Moderate,121553.06,High School,1,6592,8617,86.31,72.19,Canada,42.03,30.719053398058254,High
Ceramics designer,Retail,Decreasing,Moderate,103217.06,Associate Degree,7,8694,7549,35.69,57.15,Canada,75.59,-13.170002300437083,Medium
"Research officer, political party",Retail,Increasing,Moderate,142065.67,Associate Degree,13,2898,540,31.14,25.79,UK,26.71,-81.36645962732919,Low
"Nurse, adult",Manufacturing,Decreasing,Low,60548.87,PhD,16,4044,438,96.89,1.07,Germany,32.83,-89.16913946587538,Low
"Therapist, nutritional",Finance,Decreasing,Moderate,67476.22,Bachelor’s Degree,8,2230,7162,44.57,83.6,UK,70.5,221.1659192825112,High
Pharmacologist,Healthcare,Decreasing,Moderate,84811.49,Associate Degree,14,3227,6573,94.76,76.38,USA,40.14,103.68763557483732,High
Psychiatric nurse,Entertainment,Increasing,Moderate,140005.23,High School,8,4714,7571,20.37,50.07,UK,75.68,60.60670343657192,Medium
Associate Professor,Transportation,Increasing,Low,73243.04,Master’s Degree,15,6646,4373,61.28,28.71,Australia,30.46,-34.20102317183268,Low
Financial trader,Retail,Increasing,Moderate,86372.16,PhD,4,6628,9581,54.5,95.69,India,62.49,44.55340977670489,High
Private music teacher,Retail,Increasing,Low,77326.98,PhD,17,1994,970,80.5,49.56,USA,22.09,-51.35406218655968,Medium
Magazine features editor,Retail,Decreasing,Moderate,45522.36,Associate Degree,15,4111,5750,82.88,73.84,Brazil,32.06,39.868645098516176,High
Wellsite geologist,Healthcare,Increasing,High,146061.5,High School,4,2216,4554,4.09,43.49,Germany,35.41,105.50541516245487,Medium
Sub,Transportation,Increasing,High,96683.58,Associate Degree,7,5839,7046,57.54,80.56,Germany,56.66,20.671347833533137,High
Electrical engineer,Manufacturing,Decreasing,Moderate,82806.23,Master’s Degree,15,2085,6221,48.07,0.06,China,48.86,198.3693045563549,Low
Broadcast journalist,Healthcare,Decreasing,Low,87145.99,Bachelor’s Degree,3,9368,363,53.45,53.81,UK,26.49,-96.12510674637062,Medium
Community pharmacist,Transportation,Increasing,Moderate,44600.01,Associate Degree,14,3738,9825,72.59,72.93,Australia,71.61,162.84109149277688,High
Land,Entertainment,Decreasing,Moderate,53447.33,Master’s Degree,5,7584,8249,37.17,56.1,Australia,33.05,8.768459915611814,Medium
"Production assistant, television",Entertainment,Increasing,Low,118068.81,PhD,14,839,1377,53.43,24.47,Australia,57.19,64.12395709177592,Low
"Civil engineer, consulting",Transportation,Increasing,Low,36980.72,PhD,2,3433,2754,4.17,10.76,India,54.45,-19.778619283425574,Low
"Nurse, children's",Education,Decreasing,High,42464.77,Master’s Degree,11,2880,7851,39.22,95.75,UK,40.6,172.60416666666666,High
"Engineer, petroleum",IT,Decreasing,High,77187.01,Master’s Degree,20,8641,4277,74.17,20.85,Brazil,72.19,-50.50341395671797,Low
Estate manager/land agent,Entertainment,Decreasing,Moderate,50873.24,Master’s Degree,1,8185,3377,13.58,31.38,India,40.29,-58.74160048869884,Low
"Chemist, analytical",Retail,Increasing,Moderate,132687.23,Bachelor’s Degree,17,5970,2107,6.63,68.19,India,38.68,-64.7068676716918,Medium
Health and safety adviser,IT,Increasing,Moderate,37689.52,Associate Degree,9,5324,6325,6.89,35.65,Germany,73.67,18.801652892561986,Low
Chief Marketing Officer,Transportation,Increasing,Low,125838.36,Master’s Degree,6,5723,1076,31.98,66.46,India,30.4,-81.19867202516163,Medium
Armed forces logistics/support/administrative officer,Retail,Increasing,Low,66310.5,Associate Degree,5,205,8898,76.27,86.85,China,33.52,4240.487804878049,High
Toxicologist,Retail,Decreasing,Low,51247.77,Master’s Degree,8,1320,6074,72.13,29.71,Germany,49.51,360.1515151515151,Low
"Scientist, biomedical",IT,Increasing,Low,97452.81,Master’s Degree,13,1440,8534,12.39,22.07,Australia,62.57,492.6388888888889,Low
Research scientist (life sciences),IT,Increasing,Moderate,62931.55,Associate Degree,12,2516,9387,56.93,92.43,Brazil,36.05,273.09220985691576,High
"Doctor, hospital",Entertainment,Increasing,Low,58156.84,Bachelor’s Degree,3,7247,9727,99.09,97.0,USA,75.01,34.22105698909893,High
"Development worker, international aid",Healthcare,Decreasing,High,130128.39,High School,3,9790,2536,64.85,65.28,India,20.75,-74.09601634320735,Medium
"Education officer, museum",IT,Decreasing,Moderate,92148.0,Bachelor’s Degree,7,335,8385,36.28,22.17,UK,37.18,2402.9850746268658,Low
Industrial buyer,Retail,Increasing,High,75484.85,Master’s Degree,7,4828,1425,35.04,67.81,India,47.88,-70.48467274233637,Medium
Travel agency manager,IT,Decreasing,High,44926.4,High School,16,3042,525,49.68,93.26,Australia,40.23,-82.74161735700197,High
Press sub,Healthcare,Decreasing,Low,52148.18,Bachelor’s Degree,2,5013,3662,55.46,1.74,USA,51.65,-26.949930181528025,Low
Hydrographic surveyor,Transportation,Increasing,Moderate,35384.14,PhD,19,4924,1132,3.22,88.73,China,35.94,-77.01056051990251,High
"Geologist, engineering",Transportation,Decreasing,High,92722.38,High School,14,9287,5170,50.38,85.73,USA,78.21,-44.330784968235164,High
Medical laboratory scientific officer,Manufacturing,Increasing,Low,129607.39,Bachelor’s Degree,8,6723,2260,25.54,54.48,UK,46.54,-66.38405473746839,Medium
Television camera operator,Transportation,Increasing,High,84459.65,Bachelor’s Degree,4,6572,2419,9.1,58.89,Brazil,57.9,-63.19233110164334,Medium
Market researcher,Manufacturing,Decreasing,High,38235.83,High School,10,5805,7025,13.48,31.55,UK,72.33,21.016365202411713,Low
Public affairs consultant,IT,Decreasing,High,138508.85,Master’s Degree,2,677,8069,21.42,95.47,India,33.1,1091.8759231905465,High
"Conservation officer, historic buildings",Transportation,Increasing,High,130592.02,Master’s Degree,17,5900,3823,77.71,30.96,Brazil,79.62,-35.20338983050848,Low
Newspaper journalist,Transportation,Increasing,Moderate,130285.47,Master’s Degree,16,3455,4860,11.12,19.54,Germany,62.45,40.66570188133141,Low
Museum education officer,Finance,Decreasing,Moderate,66351.65,Master’s Degree,0,1881,6763,87.43,16.92,China,73.24,259.54279638490164,Low
Television camera operator,Finance,Increasing,High,140771.67,Associate Degree,0,8803,8422,68.41,37.08,India,36.68,-4.328069976144496,Low
"Engineer, drilling",Finance,Increasing,Moderate,109435.51,Associate Degree,0,658,4414,94.13,18.97,India,42.39,570.8206686930091,Low
Psychotherapist,Entertainment,Decreasing,High,133472.65,Associate Degree,0,5255,2425,8.93,12.35,Brazil,63.45,-53.8534728829686,Low
Actuary,Education,Decreasing,Moderate,139430.14,High School,1,5769,2439,66.82,20.15,UK,27.37,-57.72230889235569,Low
Building surveyor,IT,Increasing,Moderate,144693.16,Bachelor’s Degree,18,8071,7481,90.25,29.98,USA,52.11,-7.31012266138025,Low
"Therapist, art",Transportation,Increasing,Moderate,130987.62,Master’s Degree,11,2911,6853,6.88,4.88,Germany,73.27,135.4173823428375,Low
"Surveyor, insurance",Retail,Increasing,High,80577.37,Bachelor’s Degree,18,5400,9325,81.37,12.35,USA,70.2,72.68518518518519,Low
Armed forces technical officer,Manufacturing,Increasing,Low,99347.52,Bachelor’s Degree,17,977,8303,93.72,69.75,India,27.25,749.8464687819857,Medium
IT technical support officer,Entertainment,Decreasing,Low,126638.93,Bachelor’s Degree,12,212,9627,84.9,80.43,China,41.23,4441.037735849057,High
Primary school teacher,Healthcare,Increasing,Moderate,136767.6,High School,0,6112,2852,28.32,65.75,Canada,38.62,-53.33769633507853,Medium
Data processing manager,Retail,Increasing,Moderate,146977.16,Bachelor’s Degree,6,2823,6235,42.37,90.17,Germany,21.25,120.86432872830322,High
Warehouse manager,Entertainment,Decreasing,Low,110087.87,High School,7,1933,6874,28.41,11.5,USA,51.47,255.61303673047075,Low
"Biochemist, clinical",Education,Increasing,Moderate,55500.66,Associate Degree,0,7676,7543,73.44,54.07,UK,78.49,-1.7326732673267329,Medium
Curator,Finance,Decreasing,Low,108077.05,Master’s Degree,0,3913,9372,82.09,36.4,UK,43.75,139.5093278814209,Low
Police officer,Manufacturing,Increasing,Moderate,121044.42,High School,18,1426,8349,48.35,87.71,Germany,45.36,485.4838709677419,High
Therapeutic radiographer,Retail,Decreasing,Low,108751.74,High School,15,1369,2538,82.53,62.17,India,21.54,85.39079620160702,Medium
Analytical chemist,Manufacturing,Decreasing,High,60345.67,Bachelor’s Degree,14,1103,8456,30.08,20.97,India,61.42,666.6364460562104,Low
Psychotherapist,Retail,Decreasing,Moderate,103993.09,Associate Degree,19,7836,5582,21.52,72.48,UK,50.52,-28.764675855028077,High
Theme park manager,Manufacturing,Decreasing,High,110766.07,High School,16,6749,297,80.96,55.14,UK,40.85,-95.5993480515632,Medium
Sports administrator,Healthcare,Decreasing,Moderate,96101.81,PhD,19,6915,7121,31.81,57.4,India,24.23,2.979031091829356,Medium
"Accountant, chartered public finance",Retail,Increasing,Low,43275.27,Associate Degree,7,8461,9721,17.68,71.93,India,32.29,14.891856754520742,High
Personal assistant,Transportation,Decreasing,Low,136647.13,Master’s Degree,10,4616,1039,43.6,81.88,UK,22.98,-77.49133448873484,High
International aid/development worker,Manufacturing,Decreasing,Low,133752.37,Bachelor’s Degree,13,801,1098,4.8,53.93,Australia,38.02,37.07865168539326,Medium
"Scientist, research (medical)",Finance,Decreasing,Moderate,115484.52,Master’s Degree,19,7955,1238,10.09,40.27,Canada,46.01,-84.4374607165305,Medium
Communications engineer,Entertainment,Increasing,Moderate,63901.39,PhD,1,9619,5013,39.21,30.68,Brazil,32.47,-47.884395467304294,Low
Civil Service administrator,Transportation,Increasing,Moderate,114789.47,Master’s Degree,9,8368,7708,48.98,31.03,Brazil,78.29,-7.88718929254302,Low
Osteopath,Manufacturing,Decreasing,Moderate,95551.46,PhD,10,6149,7101,54.96,1.35,Australia,67.35,15.482192226378272,Low
"Accountant, chartered",Finance,Increasing,High,57858.47,Master’s Degree,12,8946,4393,87.4,96.98,India,40.45,-50.89425441538118,High
"Engineer, land",Education,Increasing,Low,76583.5,Master’s Degree,6,2745,5658,35.52,4.3,USA,69.94,106.12021857923497,Low
Archivist,IT,Decreasing,Low,134879.03,Associate Degree,5,6038,8223,60.48,62.75,China,64.58,36.187479297780726,Medium
Health and safety inspector,Education,Increasing,High,66827.52,Bachelor’s Degree,18,2188,7997,34.97,51.8,China,54.5,265.49360146252286,Medium
Museum education officer,Healthcare,Decreasing,Low,149427.08,Bachelor’s Degree,20,5494,3045,59.74,31.58,India,26.61,-44.575900982890424,Low
"Engineer, civil (contracting)",Healthcare,Decreasing,High,135051.53,Bachelor’s Degree,6,6151,1441,21.91,59.22,UK,51.86,-76.57291497317509,Medium
"Research officer, political party",Finance,Decreasing,Moderate,145112.25,PhD,16,3289,5113,58.43,88.75,Brazil,75.0,55.4575858923685,High
"Conservation officer, historic buildings",Education,Increasing,Low,116049.97,Master’s Degree,15,2808,9161,44.12,75.88,Canada,75.24,226.24643874643874,High
Musician,Retail,Decreasing,High,72686.18,High School,18,7869,7029,4.15,45.04,India,34.09,-10.67479984750286,Medium
Purchasing manager,Transportation,Increasing,Low,130235.62,Master’s Degree,16,3592,3043,4.06,81.59,Canada,60.63,-15.283964365256125,High
Financial controller,Transportation,Increasing,Low,148250.65,PhD,9,4333,2282,14.31,45.45,USA,23.43,-47.33441033925686,Medium
"Sound technician, broadcasting/film/video",Retail,Increasing,Moderate,31736.85,High School,4,1786,7976,95.68,96.43,China,39.95,346.5845464725644,High
Adult guidance worker,Manufacturing,Decreasing,Low,56742.14,Master’s Degree,9,351,7704,81.82,41.64,Germany,46.5,2094.871794871795,Medium
